,x,group,class,predicted,std.error,conf.low,conf.high
361,1985,White women,Conventional Realists,0.239797444,0.068485292,0.216188298,0.265112799
362,1986,White women,Conventional Realists,0.270322488,0.066564494,0.245371713,0.296812485
363,1987,White women,Conventional Realists,0.256646337,0.065933334,0.232776414,0.282064098
364,1988,White women,Conventional Realists,0.240610685,0.068626752,0.216897224,0.266035989
365,1989,White women,Conventional Realists,0.229476175,0.076175563,0.204147235,0.256933164
366,1990,White women,Conventional Realists,0.289785198,0.077017686,0.259728645,0.321807938
367,1991,White women,Conventional Realists,0.253475925,0.081028187,0.224615089,0.284683576
368,1992,White women,Conventional Realists,0.265112102,0.077672721,0.23652961,0.295810288
369,1993,White women,Conventional Realists,0.282927108,0.07640309,0.253556073,0.31426797
370,1994,White women,Conventional Realists,0.273428376,0.076410398,0.244704263,0.304166379
371,1995,White women,Conventional Realists,0.273738177,0.07649012,0.244963592,0.304529504
372,1996,White women,Conventional Realists,0.298605542,0.079452218,0.267044344,0.332206217
373,1997,White women,Conventional Realists,0.305579307,0.081063049,0.272941535,0.340293184
374,1998,White women,Conventional Realists,0.240281643,0.092311118,0.208818408,0.274838733
375,1999,White women,Conventional Realists,0.328628381,0.088927121,0.291380405,0.368164021
376,2000,White women,Conventional Realists,0.316206574,0.092801093,0.278252386,0.356778651
377,2001,White women,Conventional Realists,0.308510733,0.092183558,0.271353274,0.348323973
378,2002,White women,Conventional Realists,0.295792401,0.095633968,0.258293999,0.336266613
379,2003,White women,Conventional Realists,0.324760297,0.0856072,0.289098297,0.362577755
380,2004,White women,Conventional Realists,0.25685583,0.091113684,0.224269859,0.292391862
381,2005,White women,Conventional Realists,0.309361298,0.086302734,0.274430817,0.346613903
382,2006,White women,Conventional Realists,0.288537856,0.091967508,0.252986161,0.326899269
383,2007,White women,Conventional Realists,0.333637694,0.087808022,0.296529668,0.372927693
384,2008,White women,Conventional Realists,0.262903337,0.101292163,0.22627567,0.303137076
385,2009,White women,Conventional Realists,0.337276804,0.097534675,0.295958538,0.381239858
386,2010,White women,Conventional Realists,0.308619905,0.092705735,0.271252102,0.348672524
387,2011,White women,Conventional Realists,0.335849022,0.096545016,0.295031179,0.379275845
388,2012,White women,Conventional Realists,0.286333453,0.104418998,0.246398001,0.329907974
389,2013,White women,Conventional Realists,0.282536304,0.104491045,0.242924189,0.325827786
390,2014,White women,Conventional Realists,0.31975075,0.100987864,0.278312012,0.36424538
391,1976,Black men,Conventional Realists,0.134824985,0.314456873,0.077609528,0.223978504
392,1977,Black men,Conventional Realists,0.148200227,0.250934648,0.0961625,0.221496901
393,1978,Black men,Conventional Realists,0.105016166,0.293338391,0.061941377,0.172536146
394,1979,Black men,Conventional Realists,0.214199215,0.224914062,0.149234166,0.297553887
395,1980,Black men,Conventional Realists,0.087190609,0.296912044,0.05067265,0.145978933
396,1981,Black men,Conventional Realists,0.116875156,0.248194296,0.075242721,0.177130865
397,1982,Black men,Conventional Realists,0.167046289,0.233890948,0.112532988,0.240801692
398,1983,Black men,Conventional Realists,0.118901781,0.263444569,0.074522192,0.184443209
399,1984,Black men,Conventional Realists,0.157495506,0.224842369,0.107391694,0.225080833
400,1985,Black men,Conventional Realists,0.212949876,0.209719382,0.152093158,0.289833529
401,1986,Black men,Conventional Realists,0.240132176,0.21486326,0.171777863,0.325012452
402,1987,Black men,Conventional Realists,0.176555273,0.241512841,0.117821993,0.256068119
403,1988,Black men,Conventional Realists,0.241930705,0.196553057,0.178380223,0.319322612
404,1989,Black men,Conventional Realists,0.134710265,0.289614389,0.081094221,0.215463032
405,1990,Black men,Conventional Realists,0.19189087,0.273585117,0.12196126,0.288731396
406,1991,Black men,Conventional Realists,0.28892283,0.210119927,0.212077356,0.380177748
407,1992,Black men,Conventional Realists,0.18253649,0.219266192,0.126860198,0.255497739
408,1993,Black men,Conventional Realists,0.155198138,0.266603542,0.098240186,0.236517831
409,1994,Black men,Conventional Realists,0.21977306,0.258383332,0.145118603,0.318523104
410,1995,Black men,Conventional Realists,0.16311617,0.268195627,0.10331923,0.247951277
411,1996,Black men,Conventional Realists,0.213380568,0.238271224,0.145334733,0.302026944
412,1997,Black men,Conventional Realists,0.212491576,0.250353512,0.141771279,0.30591485
413,1998,Black men,Conventional Realists,0.126967019,0.30142648,0.074548554,0.207960858
414,1999,Black men,Conventional Realists,0.276003448,0.230147943,0.195375093,0.374422217
415,2000,Black men,Conventional Realists,0.190997424,0.295965669,0.116744759,0.296616937
416,2001,Black men,Conventional Realists,0.249527733,0.261565211,0.166062944,0.356985011
417,2002,Black men,Conventional Realists,0.396209868,0.233351556,0.293459004,0.509018525
418,2003,Black men,Conventional Realists,0.148234587,0.33831389,0.082292546,0.25247943
419,2004,Black men,Conventional Realists,0.257689588,0.268228999,0.170267735,0.369982332
420,2005,Black men,Conventional Realists,0.146430254,0.316507831,0.084461085,0.241855405
421,2006,Black men,Conventional Realists,0.28776529,0.227153111,0.205629457,0.386736668
422,2007,Black men,Conventional Realists,0.136166901,0.323676898,0.077137316,0.229152441
423,2008,Black men,Conventional Realists,0.143353708,0.290868267,0.086447672,0.228355784
424,2009,Black men,Conventional Realists,0.290656835,0.245643273,0.202031083,0.398733703
425,2010,Black men,Conventional Realists,0.244317678,0.253530476,0.164370495,0.34700254
426,2011,Black men,Conventional Realists,0.298462971,0.225423843,0.214763011,0.398239679
427,2012,Black men,Conventional Realists,0.195685648,0.263713261,0.126711941,0.289747198
428,2013,Black men,Conventional Realists,0.288619423,0.244072755,0.200933137,0.395625781
429,2014,Black men,Conventional Realists,0.184817291,0.266224772,0.118591591,0.276427217
430,1976,Black women,Conventional Realists,0.110180141,0.294927293,0.064952006,0.180812044
431,1977,Black women,Conventional Realists,0.137846375,0.218018697,0.094438837,0.196868125
432,1978,Black women,Conventional Realists,0.088031136,0.269680533,0.0538357,0.140716563
433,1979,Black women,Conventional Realists,0.107500296,0.273228428,0.065862743,0.170651824
434,1980,Black women,Conventional Realists,0.09723954,0.254465132,0.061397536,0.15064677
435,1981,Black women,Conventional Realists,0.1068823,0.237112582,0.069932786,0.159995974
436,1982,Black women,Conventional Realists,0.13205106,0.225202439,0.089127672,0.191304578
437,1983,Black women,Conventional Realists,0.196974154,0.197381538,0.142806259,0.265328716
438,1984,Black women,Conventional Realists,0.228400923,0.173501616,0.174017246,0.293736426
439,1985,Black women,Conventional Realists,0.156243112,0.219179788,0.107547979,0.221513742
440,1986,Black women,Conventional Realists,0.180070698,0.223298863,0.124169359,0.253844746
441,1987,Black women,Conventional Realists,0.164909399,0.227560836,0.11223073,0.235748214
442,1988,Black women,Conventional Realists,0.195848445,0.182515089,0.145521235,0.258319066
443,1989,Black women,Conventional Realists,0.266850321,0.193473427,0.199429641,0.347179328
444,1990,Black women,Conventional Realists,0.168514137,0.25443877,0.109594921,0.250207895
445,1991,Black women,Conventional Realists,0.187907753,0.246983275,0.124799878,0.272974246
446,1992,Black women,Conventional Realists,0.157993812,0.236317578,0.105608434,0.229690868
447,1993,Black women,Conventional Realists,0.210612998,0.207904565,0.1507514,0.286233305
448,1994,Black women,Conventional Realists,0.251845191,0.223904423,0.178339252,0.343000639
449,1995,Black women,Conventional Realists,0.241988354,0.228056028,0.169554098,0.332960024
450,1996,Black women,Conventional Realists,0.154775431,0.255891249,0.099825519,0.232171605
451,1997,Black women,Conventional Realists,0.234422275,0.202075565,0.170856744,0.312717362
452,1998,Black women,Conventional Realists,0.116250417,0.270719218,0.071822377,0.182749814
453,1999,Black women,Conventional Realists,0.264867792,0.236416401,0.184795803,0.36413724
454,2000,Black women,Conventional Realists,0.204039832,0.241579138,0.137676908,0.291574882
455,2001,Black women,Conventional Realists,0.181751378,0.274448013,0.114819043,0.275555058
456,2002,Black women,Conventional Realists,0.242444359,0.248406861,0.164352515,0.342436241
457,2003,Black women,Conventional Realists,0.260927431,0.206118988,0.190750717,0.345886999
458,2004,Black women,Conventional Realists,0.254470813,0.207368196,0.185224753,0.338838635
459,2005,Black women,Conventional Realists,0.243128292,0.232112989,0.169308273,0.336111467
460,2006,Black women,Conventional Realists,0.189259101,0.245848635,0.126012385,0.274287507
461,2007,Black women,Conventional Realists,0.161744569,0.254011497,0.104972325,0.240954953
462,2008,Black women,Conventional Realists,0.236286461,0.243897847,0.160949685,0.332895765
463,2009,Black women,Conventional Realists,0.253918598,0.257386979,0.17047138,0.360463783
464,2010,Black women,Conventional Realists,0.242388893,0.232831721,0.168545819,0.335528523
465,2011,Black women,Conventional Realists,0.1937169,0.240988718,0.130293487,0.278139746
466,2012,Black women,Conventional Realists,0.338177516,0.22504659,0.247403312,0.44266747
467,2013,Black women,Conventional Realists,0.234742197,0.280016947,0.150517494,0.346852863
468,2014,Black women,Conventional Realists,0.30679253,0.248735392,0.213715999,0.418813691
469,1976,White men,Dual-earners,0.043135157,0.176455016,0.03091325,0.059890509
470,1977,White men,Dual-earners,0.024552105,0.21724248,0.016176506,0.037100746
471,1978,White men,Dual-earners,0.039373046,0.152571866,0.029496596,0.052377987
472,1979,White men,Dual-earners,0.042032551,0.153053387,0.031482077,0.055914641
473,1980,White men,Dual-earners,0.049185827,0.144651569,0.03749885,0.06427197
474,1981,White men,Dual-earners,0.046961799,0.140396831,0.036072223,0.060930949
475,1982,White men,Dual-earners,0.026554268,0.181728861,0.018746319,0.037490023
476,1983,White men,Dual-earners,0.059684487,0.124125243,0.047406707,0.074892075
477,1984,White men,Dual-earners,0.048637556,0.141387545,0.037304844,0.063187029
478,1985,White men,Dual-earners,0.061069934,0.130714845,0.047929052,0.077520342
479,1986,White men,Dual-earners,0.052260888,0.139800409,0.040239496,0.067620593
480,1987,White men,Dual-earners,0.047131628,0.140190812,0.03621826,0.061124876
481,1988,White men,Dual-earners,0.09207507,0.104312249,0.076349961,0.110650941
482,1989,White men,Dual-earners,0.062548005,0.132594796,0.048933943,0.079632542
483,1990,White men,Dual-earners,0.07162871,0.125457866,0.056902592,0.089802983
484,1991,White men,Dual-earners,0.074689904,0.127033793,0.059202416,0.093824895
485,1992,White men,Dual-earners,0.088136879,0.124633054,0.070379452,0.109845272
486,1993,White men,Dual-earners,0.081670984,0.119641036,0.065721462,0.101072452
487,1994,White men,Dual-earners,0.072135784,0.129891405,0.056844181,0.091143444
488,1995,White men,Dual-earners,0.10614336,0.110959308,0.087206483,0.128612975
489,1996,White men,Dual-earners,0.120324107,0.109317168,0.09942568,0.144908393
490,1997,White men,Dual-earners,0.096440091,0.12495867,0.077105884,0.119992
491,1998,White men,Dual-earners,0.100604905,0.120595051,0.081145543,0.12410052
492,1999,White men,Dual-earners,0.089890848,0.130166523,0.071088354,0.1130612
493,2000,White men,Dual-earners,0.083573523,0.14899003,0.063758546,0.108830794
494,2001,White men,Dual-earners,0.097185562,0.138711124,0.07580466,0.123789256
495,2002,White men,Dual-earners,0.079570109,0.139067209,0.061758889,0.101959856
496,2003,White men,Dual-earners,0.103749638,0.12401711,0.083225465,0.128625131
497,2004,White men,Dual-earners,0.071364561,0.140655954,0.055117389,0.091934994
498,2005,White men,Dual-earners,0.09051697,0.126547112,0.072066767,0.11311491
499,2006,White men,Dual-earners,0.081216106,0.140467456,0.062899724,0.10427272
500,2007,White men,Dual-earners,0.100075545,0.131465817,0.079142612,0.125788853
501,2008,White men,Dual-earners,0.114490989,0.130652981,0.090978821,0.143122829
502,2009,White men,Dual-earners,0.105107206,0.131304526,0.083243242,0.131887624
503,2010,White men,Dual-earners,0.124994235,0.123569571,0.10081925,0.1539734
504,2011,White men,Dual-earners,0.100946028,0.131246407,0.079878771,0.126803846
505,2012,White men,Dual-earners,0.126192218,0.122926655,0.101927781,0.155234483
506,2013,White men,Dual-earners,0.14278598,0.120439682,0.116253389,0.174180614
507,2014,White men,Dual-earners,0.110569991,0.14955398,0.084861686,0.14285075
508,1976,White women,Dual-earners,0.062352888,0.155471857,0.046740198,0.082728114
509,1977,White women,Dual-earners,0.064037764,0.132736967,0.050103516,0.081514703
510,1978,White women,Dual-earners,0.061266393,0.12326824,0.04875789,0.076725039
511,1979,White women,Dual-earners,0.068992814,0.121892972,0.055139526,0.086009785
512,1980,White women,Dual-earners,0.065222628,0.128830564,0.051416767,0.082413419
513,1981,White women,Dual-earners,0.08051165,0.107836292,0.066188323,0.097610583
514,1982,White women,Dual-earners,0.09487571,0.100837172,0.079209101,0.113259842
515,1983,White women,Dual-earners,0.083783005,0.109958061,0.068654931,0.101879893
516,1984,White women,Dual-earners,0.094756182,0.107200918,0.07820371,0.11437741
517,1985,White women,Dual-earners,0.094902904,0.103219545,0.078892214,0.113761562
518,1986,White women,Dual-earners,0.109472676,0.096829464,0.092295704,0.12939073
519,1987,White women,Dual-earners,0.118816801,0.091174432,0.101343847,0.138836892
520,1988,White women,Dual-earners,0.119613691,0.090728304,0.102117262,0.139641676
521,1989,White women,Dual-earners,0.182522173,0.083412495,0.159381451,0.208190612
522,1990,White women,Dual-earners,0.139053446,0.100849533,0.117032624,0.164446016
523,1991,White women,Dual-earners,0.150329999,0.09763451,0.12748565,0.17644007
524,1992,White women,Dual-earners,0.13471238,0.099306278,0.113592761,0.159054058
525,1993,White women,Dual-earners,0.119733791,0.102909883,0.100051438,0.142674256
526,1994,White women,Dual-earners,0.130276091,0.099495817,0.109727453,0.154007183
527,1995,White women,Dual-earners,0.145719332,0.094599566,0.124119033,0.170347614
528,1996,White women,Dual-earners,0.135660136,0.102397141,0.113799207,0.160957827
529,1997,White women,Dual-earners,0.127793996,0.106620504,0.10625502,0.152951934
530,1998,White women,Dual-earners,0.153399374,0.103182967,0.128933769,0.181539874
531,1999,White women,Dual-earners,0.134916158,0.114620764,0.110777336,0.163348682
532,2000,White women,Dual-earners,0.112667814,0.129279155,0.089711867,0.140590617
533,2001,White women,Dual-earners,0.10785538,0.127763193,0.086018476,0.134420563
534,2002,White women,Dual-earners,0.147476186,0.11533579,0.121256125,0.178216125
535,2003,White women,Dual-earners,0.13120618,0.109818854,0.108555961,0.157746084
536,2004,White women,Dual-earners,0.143231985,0.10601033,0.119573203,0.170664496
537,2005,White women,Dual-earners,0.12224341,0.113634296,0.100283889,0.148219324
538,2006,White women,Dual-earners,0.132919576,0.114676387,0.109082334,0.161024377
539,2007,White women,Dual-earners,0.118206544,0.116558555,0.09639178,0.14417059
540,2008,White women,Dual-earners,0.121320508,0.125214544,0.097492607,0.150004171
541,2009,White women,Dual-earners,0.139443291,0.122737582,0.112997435,0.170886102
542,2010,White women,Dual-earners,0.144165622,0.11107783,0.119326594,0.173158517
543,2011,White women,Dual-earners,0.127061795,0.124264167,0.102408576,0.156614347
544,2012,White women,Dual-earners,0.142766399,0.123520062,0.115618187,0.175027656
545,2013,White women,Dual-earners,0.190166736,0.111242598,0.158830095,0.226024705
546,2014,White women,Dual-earners,0.170617824,0.114647606,0.14112709,0.204801627
547,1976,Black men,Dual-earners,0.09654269,0.338827047,0.052137135,0.17190943
548,1977,Black men,Dual-earners,0.17561288,0.220988722,0.121373414,0.247269531
549,1978,Black men,Dual-earners,0.220686554,0.204375274,0.159461784,0.297109206
550,1979,Black men,Dual-earners,0.165991997,0.225067286,0.113505141,0.236280729
551,1980,Black men,Dual-earners,0.159190598,0.21305159,0.110874819,0.223273755
552,1981,Black men,Dual-earners,0.139585914,0.206969882,0.097581804,0.195748719
553,1982,Black men,Dual-earners,0.156827762,0.219040686,0.107999994,0.222231161
554,1983,Black men,Dual-earners,0.194793789,0.200251713,0.140439666,0.263730056
555,1984,Black men,Dual-earners,0.15776786,0.202852186,0.111797164,0.218001994
556,1985,Black men,Dual-earners,0.132290654,0.233237451,0.088024946,0.194079321
557,1986,Black men,Dual-earners,0.159406599,0.229042078,0.107977919,0.229040732
558,1987,Black men,Dual-earners,0.286464564,0.187285827,0.217602872,0.366898902
559,1988,Black men,Dual-earners,0.221892294,0.18917509,0.164454727,0.292370982
560,1989,Black men,Dual-earners,0.210937656,0.218884694,0.148263156,0.291052751
561,1990,Black men,Dual-earners,0.216229597,0.232475117,0.148879281,0.303194358
562,1991,Black men,Dual-earners,0.244476956,0.199120758,0.17967385,0.323437329
563,1992,Black men,Dual-earners,0.238738095,0.172989878,0.182624827,0.305645562
564,1993,Black men,Dual-earners,0.240095723,0.200070887,0.175913005,0.318641261
565,1994,Black men,Dual-earners,0.185088412,0.244770765,0.123252073,0.268449365
566,1995,Black men,Dual-earners,0.193066262,0.2269339,0.13296535,0.271816508
567,1996,Black men,Dual-earners,0.234034614,0.209687449,0.168450653,0.315465849
568,1997,Black men,Dual-earners,0.286281792,0.208433108,0.210480256,0.376368667
569,1998,Black men,Dual-earners,0.221337741,0.21052466,0.158356411,0.300426682
570,1999,Black men,Dual-earners,0.148854735,0.260263546,0.095029146,0.225568604
571,2000,Black men,Dual-earners,0.15781506,0.279274061,0.097797243,0.244676595
572,2001,Black men,Dual-earners,0.155336588,0.267095085,0.098248352,0.23688261
573,2002,Black men,Dual-earners,0.192791769,0.261134791,0.12523254,0.28492607
574,2003,Black men,Dual-earners,0.229161003,0.256798472,0.152339263,0.329656527
575,2004,Black men,Dual-earners,0.220917944,0.260287537,0.145482741,0.320784077
576,2005,Black men,Dual-earners,0.200107315,0.242627623,0.134567298,0.286982981
577,2006,Black men,Dual-earners,0.271471584,0.21052531,0.19784925,0.360188261
578,2007,Black men,Dual-earners,0.228173767,0.24415728,0.154832435,0.322979546
579,2008,Black men,Dual-earners,0.235219358,0.216280537,0.167566563,0.319696161
580,2009,Black men,Dual-earners,0.140620203,0.275774934,0.087013545,0.219318993
581,2010,Black men,Dual-earners,0.186159735,0.24487408,0.12399795,0.26988332
582,2011,Black men,Dual-earners,0.220170164,0.224442841,0.153868701,0.304750973
583,2012,Black men,Dual-earners,0.197415024,0.231063144,0.135239543,0.278954397
584,2013,Black men,Dual-earners,0.184404413,0.25584594,0.120443588,0.271833782
585,2014,Black men,Dual-earners,0.202855044,0.234785794,0.138391236,0.28733285
586,1976,Black women,Dual-earners,0.218262639,0.214794554,0.154882447,0.298420609
587,1977,Black women,Dual-earners,0.200996042,0.174520722,0.151596365,0.26153099
588,1978,Black women,Dual-earners,0.243777307,0.169907324,0.187689599,0.310224804
589,1979,Black women,Dual-earners,0.204504216,0.199808872,0.148047809,0.27552702
590,1980,Black women,Dual-earners,0.263582267,0.159051688,0.207646983,0.328341363
591,1981,Black women,Dual-earners,0.239568633,0.163802002,0.186018434,0.302799979
592,1982,Black women,Dual-earners,0.302195778,0.156981141,0.241487625,0.370706733
593,1983,Black women,Dual-earners,0.23547923,0.169913029,0.180842498,0.300566212
594,1984,Black women,Dual-earners,0.240649085,0.161766765,0.187523739,0.303208153
595,1985,Black women,Dual-earners,0.263215128,0.168252062,0.204387873,0.33191061
596,1986,Black women,Dual-earners,0.274419496,0.175845256,0.211323773,0.348040472
597,1987,Black women,Dual-earners,0.274360236,0.173884543,0.211915256,0.347101534
598,1988,Black women,Dual-earners,0.303045215,0.148743864,0.245201383,0.367883848
599,1989,Black women,Dual-earners,0.272208633,0.174627733,0.209869919,0.344979497
600,1990,Black women,Dual-earners,0.305019943,0.192095538,0.231474092,0.390072934
601,1991,Black women,Dual-earners,0.355750798,0.181968576,0.278782874,0.440975674
602,1992,Black women,Dual-earners,0.334252002,0.166045538,0.266108069,0.410094983
603,1993,Black women,Dual-earners,0.295731553,0.169017144,0.23165761,0.369016126
604,1994,Black women,Dual-earners,0.252315046,0.204917856,0.1842319,0.33521945
605,1995,Black women,Dual-earners,0.28371484,0.194966548,0.212782155,0.367261919
606,1996,Black women,Dual-earners,0.310193339,0.184497648,0.238517534,0.392311361
607,1997,Black women,Dual-earners,0.281107625,0.176878402,0.216590113,0.356107586
608,1998,Black women,Dual-earners,0.275938118,0.172940396,0.213550163,0.348476361
609,1999,Black women,Dual-earners,0.270907113,0.205852833,0.198851298,0.357424309
610,2000,Black women,Dual-earners,0.232508609,0.203576245,0.168933859,0.311053671
611,2001,Black women,Dual-earners,0.300544451,0.20682941,0.222685465,0.391901013
612,2002,Black women,Dual-earners,0.321694227,0.206812638,0.240244045,0.415651261
613,2003,Black women,Dual-earners,0.276599663,0.187400231,0.209376255,0.35569608
614,2004,Black women,Dual-earners,0.32837495,0.178905004,0.256128031,0.409774716
615,2005,Black women,Dual-earners,0.187050322,0.229524155,0.127956314,0.265137966
616,2006,Black women,Dual-earners,0.166797147,0.227931834,0.113524287,0.238347529
617,2007,Black women,Dual-earners,0.286217892,0.190125676,0.216451944,0.367911991
618,2008,Black women,Dual-earners,0.257265094,0.217137584,0.184550856,0.346456846
619,2009,Black women,Dual-earners,0.197858095,0.249992653,0.131277305,0.287049185
620,2010,Black women,Dual-earners,0.259108343,0.204661463,0.189734352,0.343106949
621,2011,Black women,Dual-earners,0.183220069,0.209694955,0.129467381,0.252808893
622,2012,Black women,Dual-earners,0.281671735,0.212571085,0.205410372,0.372956843
623,2013,Black women,Dual-earners,0.248220257,0.246322364,0.169255924,0.348567034
624,2014,Black women,Dual-earners,0.202692283,0.261047305,0.13225167,0.297776525
625,1976,White men,Intensive Parents,0.066532885,0.140551006,0.051334934,0.08582321
626,1977,White men,Intensive Parents,0.069105834,0.126879945,0.05472338,0.086920716
627,1978,White men,Intensive Parents,0.079634488,0.107453092,0.065502061,0.096501192
628,1979,White men,Intensive Parents,0.056948719,0.127369135,0.044933026,0.071935553
629,1980,White men,Intensive Parents,0.074472195,0.114333321,0.06042484,0.091467316
630,1981,White men,Intensive Parents,0.091493657,0.099266049,0.076555827,0.109002156
631,1982,White men,Intensive Parents,0.096741097,0.096473653,0.081431388,0.11457014
632,1983,White men,Intensive Parents,0.122148032,0.088547371,0.104724917,0.14201004
633,1984,White men,Intensive Parents,0.134124336,0.087829812,0.115360589,0.155403924
634,1985,White men,Intensive Parents,0.13509678,0.089242354,0.115931197,0.156868587
635,1986,White men,Intensive Parents,0.17122713,0.082589155,0.149461991,0.195433501
636,1987,White men,Intensive Parents,0.183967039,0.076817137,0.162430101,0.207651633
637,1988,White men,Intensive Parents,0.138203251,0.086833283,0.119152101,0.159748048
638,1989,White men,Intensive Parents,0.173977619,0.085515605,0.151189401,0.199393756
639,1990,White men,Intensive Parents,0.218364942,0.078748433,0.193166575,0.245848803
640,1991,White men,Intensive Parents,0.211159468,0.082860758,0.185373854,0.239477457
641,1992,White men,Intensive Parents,0.196690872,0.087978068,0.170860621,0.225364685
642,1993,White men,Intensive Parents,0.216887506,0.081995619,0.190833096,0.245420221
643,1994,White men,Intensive Parents,0.255666438,0.080155767,0.226931743,0.286690282
644,1995,White men,Intensive Parents,0.247992833,0.081178856,0.219522078,0.278836886
645,1996,White men,Intensive Parents,0.24873895,0.08436754,0.219136321,0.280901978
646,1997,White men,Intensive Parents,0.230530261,0.09111799,0.200382176,0.26371826
647,1998,White men,Intensive Parents,0.217777083,0.091905543,0.188651033,0.250014263
648,1999,White men,Intensive Parents,0.219097146,0.095072443,0.188884599,0.252637069
649,2000,White men,Intensive Parents,0.193867494,0.10931305,0.162557222,0.229555361
650,2001,White men,Intensive Parents,0.215953725,0.104456105,0.183302033,0.252622583
651,2002,White men,Intensive Parents,0.19121462,0.10256631,0.162035077,0.224242684
652,2003,White men,Intensive Parents,0.203756777,0.09896467,0.174085475,0.237033888
653,2004,White men,Intensive Parents,0.192458623,0.097543649,0.164475898,0.223926202
654,2005,White men,Intensive Parents,0.225951335,0.092199517,0.195915198,0.259108486
655,2006,White men,Intensive Parents,0.207039538,0.102851378,0.175889513,0.242085688
656,2007,White men,Intensive Parents,0.235700012,0.10174224,0.201682513,0.273489565
657,2008,White men,Intensive Parents,0.215346008,0.108011293,0.181726322,0.253260361
658,2009,White men,Intensive Parents,0.247427669,0.09805975,0.213396495,0.284920151
659,2010,White men,Intensive Parents,0.207954083,0.106669827,0.175611014,0.244487333
660,2011,White men,Intensive Parents,0.280006886,0.094400211,0.244262899,0.318775148
661,2012,White men,Intensive Parents,0.234875595,0.101265721,0.201095802,0.272394964
662,2013,White men,Intensive Parents,0.244843684,0.102939873,0.20947991,0.284032452
663,2014,White men,Intensive Parents,0.230282533,0.121133366,0.190906053,0.275020143
664,1976,White women,Intensive Parents,0.048754484,0.168263616,0.035544932,0.066534438
665,1977,White women,Intensive Parents,0.068604081,0.122789511,0.054733267,0.085671523
666,1978,White women,Intensive Parents,0.064437637,0.115945987,0.05202026,0.079570282
667,1979,White women,Intensive Parents,0.071291852,0.116100445,0.057618571,0.087907219
668,1980,White women,Intensive Parents,0.081145165,0.111537177,0.066267074,0.099009439
669,1981,White women,Intensive Parents,0.108341953,0.091680498,0.092165123,0.126961056
670,1982,White women,Intensive Parents,0.093003446,0.098710243,0.07791847,0.110658385
671,1983,White women,Intensive Parents,0.105253121,0.098228845,0.088450911,0.124810075
672,1984,White women,Intensive Parents,0.142284466,0.088027295,0.12249908,0.164665812
673,1985,White women,Intensive Parents,0.1637783,0.079890983,0.143445407,0.18636623
674,1986,White women,Intensive Parents,0.167907859,0.07966352,0.147208462,0.190866424
675,1987,White women,Intensive Parents,0.166874493,0.077594007,0.146787363,0.189101214
676,1988,White women,Intensive Parents,0.186033459,0.075296013,0.164713086,0.209421624
677,1989,White women,Intensive Parents,0.151725586,0.088938524,0.130624658,0.175546852
678,1990,White women,Intensive Parents,0.212466071,0.085266421,0.18584417,0.241769061
679,1991,White women,Intensive Parents,0.217777807,0.085085375,0.19070623,0.247516978
680,1992,White women,Intensive Parents,0.220130058,0.082209198,0.193717122,0.249032016
681,1993,White women,Intensive Parents,0.245299208,0.079397857,0.217642228,0.275234298
682,1994,White women,Intensive Parents,0.286607775,0.075091308,0.257482824,0.317617945
683,1995,White women,Intensive Parents,0.285242396,0.075156834,0.256181891,0.316198076
684,1996,White women,Intensive Parents,0.242839797,0.083667461,0.213970172,0.274245583
685,1997,White women,Intensive Parents,0.282202174,0.082104946,0.2507743,0.315907981
686,1998,White women,Intensive Parents,0.294321713,0.08545461,0.260769293,0.330262498
687,1999,White women,Intensive Parents,0.237866527,0.096839728,0.205182227,0.273962661
688,2000,White women,Intensive Parents,0.276724202,0.095687327,0.240797359,0.315781769
689,2001,White women,Intensive Parents,0.257019045,0.095210472,0.22302413,0.294233427
690,2002,White women,Intensive Parents,0.279075938,0.095571808,0.242987974,0.318270221
691,2003,White women,Intensive Parents,0.324332821,0.084426057,0.289173313,0.361592624
692,2004,White women,Intensive Parents,0.321155241,0.083892745,0.286407878,0.358003271
693,2005,White women,Intensive Parents,0.318547967,0.084182235,0.283849343,0.355383369
694,2006,White women,Intensive Parents,0.282184393,0.090717733,0.247599642,0.31954828
695,2007,White women,Intensive Parents,0.311051508,0.08772751,0.275448782,0.34903919
696,2008,White women,Intensive Parents,0.366770605,0.090617325,0.326578113,0.408906072
697,2009,White women,Intensive Parents,0.281483875,0.100203208,0.243514355,0.322847091
698,2010,White women,Intensive Parents,0.291963666,0.091699618,0.256241887,0.33045274
699,2011,White women,Intensive Parents,0.312449465,0.09553651,0.273697978,0.354013291
700,2012,White women,Intensive Parents,0.303562288,0.099535938,0.263961651,0.346308692
701,2013,White women,Intensive Parents,0.270108017,0.102619532,0.232329283,0.31153688
702,2014,White women,Intensive Parents,0.311355921,0.099211966,0.271259902,0.354495625
703,1976,Black men,Intensive Parents,0.089271877,0.398014716,0.042997978,0.176177454
704,1977,Black men,Intensive Parents,0.149606056,0.257868436,0.095945701,0.225782393
705,1978,Black men,Intensive Parents,0.164629047,0.248906018,0.107933251,0.242994021
706,1979,Black men,Intensive Parents,0.092440281,0.329658634,0.050675141,0.162726829
707,1980,Black men,Intensive Parents,0.172829176,0.224122805,0.118681027,0.244819624
708,1981,Black men,Intensive Parents,0.172656963,0.213685557,0.120709484,0.240836908
709,1982,Black men,Intensive Parents,0.240378359,0.207446855,0.174049564,0.322126159
